date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:58:08	29600/29600	---M--	200	added ('OK')	application/font-woff2	etag:%2273a0-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/fonts/porto-font/porto.woff2?23364375	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/fonts/porto-font/porto6399.woff2	(from http://zohaibanwer.com/wp-content/themes/porto/css/theme_1.css?ver=5.4.2)
12:58:10	34636/34636	---M--	200	added ('OK')	application/font-woff	etag:%22874c-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/fonts/porto-font/porto.woff?23364375	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/fonts/porto-font/porto6399.woff	(from http://zohaibanwer.com/wp-content/themes/porto/css/theme_1.css?ver=5.4.2)
12:58:11	84911/84911	---M-Z	200	added ('OK')	image/svg+xml	etag:%2214baf-5c0b77d6-0;gz%22	http://zohaibanwer.com/wp-content/themes/porto/fonts/porto-font/porto.svg?23364375	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/fonts/porto-font/porto6399.svg	(from http://zohaibanwer.com/wp-content/themes/porto/css/theme_1.css?ver=5.4.2)
12:58:12	57444/57444	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22e064-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/fonts/porto-font/porto.eot?23364375	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/fonts/porto-font/porto6399.eot	(from http://zohaibanwer.com/wp-content/themes/porto/css/theme_1.css?ver=5.4.2)
12:58:12	1156/1156	---M--	200	added ('OK')	image/gif	etag:%22484-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/images/ajax-loader@2x.gif	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/images/ajax-loader@2x.gif	(from http://zohaibanwer.com/wp-content/themes/porto/css/theme_1.css?ver=5.4.2)
12:58:15	31095/31095	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202020%2007:58:15%20GMT	http://zohaibanwer.com/hello-world/	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/hello-world/index.html	(from http://zohaibanwer.com/author/admin/)
12:58:16	57276/57276	---M--	200	added ('OK')	application/x-font-ttf	etag:%22dfbc-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/fonts/porto-font/porto.ttf?23364375	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/fonts/porto-font/porto6399.ttf	(from http://zohaibanwer.com/wp-content/themes/porto/css/theme_1.css?ver=5.4.2)
12:58:16	29916/29916	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202020%2007:58:16%20GMT	http://zohaibanwer.com/design-driven/	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/design-driven/index.html	(from http://zohaibanwer.com/author/admin/)
12:58:17	29839/29839	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202020%2007:58:16%20GMT	http://zohaibanwer.com/uiux-concepts/	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/uiux-concepts/index.html	(from http://zohaibanwer.com/author/admin/)
12:58:18	19781/19781	---M-Z	200	added ('OK')	application/x-javascript	etag:%224d45-5c0b7dfd-0;gz%22	http://zohaibanwer.com/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=5.4.2	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min7661.js	(from http://zohaibanwer.com/)
12:58:20	17246/17246	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2010%20Jul%202020%2007:58:20%20GMT	http://zohaibanwer.com/gecko/	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/gecko/index.html	(from http://zohaibanwer.com/wp-content/themes/porto/js/theme.min.js?ver=4.0.5)
12:58:22	17246/17246	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2010%20Jul%202020%2007:58:22%20GMT	http://zohaibanwer.com/applewebkit/	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/applewebkit/index.html	(from http://zohaibanwer.com/wp-content/themes/porto/js/theme.min.js?ver=4.0.5)
12:58:34	17246/17246	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2010%20Jul%202020%2007:58:24%20GMT	http://zohaibanwer.com/mozilla/	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/mozilla/index.html	(from http://zohaibanwer.com/wp-content/themes/porto/js/theme.min.js?ver=4.0.5)
12:58:37	316017/316017	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%224d271-5ef92955-0;;;%22	http://zohaibanwer.com/wp-content/uploads/2020/06/017.jpg	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/uploads/2020/06/017.jpg	(from http://zohaibanwer.com/)
12:58:38	43/43	---M--	200	added ('OK')	image/gif	etag:%222b-5c0b77d5-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/css/images/blank.gif	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/css/images/blank.gif	(from http://zohaibanwer.com/wp-content/themes/porto/css/plugins_1.css?ver=5.4.2)
12:58:41	313441/313441	---M--	200	added ('OK')	image/png	etag:%224c861-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/images/map.png	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/images/map.png	(from http://zohaibanwer.com/wp-content/themes/porto/css/theme_elements_1.css?ver=5.4.2)
12:58:45	19751/19751	---M--	200	added ('OK')	image/png	etag:%224d27-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/images/patterns/worn_dots.png	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/images/patterns/worn_dots.png	(from http://zohaibanwer.com/wp-content/themes/porto/css/theme_elements_1.css?ver=5.4.2)
12:58:46	203482/203482	---M--	200	added ('OK')	image/jpeg	etag:%2231ada-5ef928d3-0;;;%22	http://zohaibanwer.com/wp-content/uploads/2020/06/015.jpg	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/uploads/2020/06/015.jpg	(from http://zohaibanwer.com/)
12:58:46	196/196	---M--	200	added ('OK')	image/png	etag:%22c4-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/images/patterns/az_subtle.png	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/images/patterns/az_subtle.png	(from http://zohaibanwer.com/wp-content/themes/porto/css/theme_elements_1.css?ver=5.4.2)
12:58:46	54044/54044	---M--	200	added ('OK')	application/font-woff	etag:%22d31c-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/fonts/Simple-Line-Icons/Simple-Line-Icons.woff?nuc4d1	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/fonts/Simple-Line-Icons/Simple-Line-Iconsec97.woff	(from http://zohaibanwer.com/wp-content/themes/porto/css/plugins_1.css?ver=5.4.2)
12:58:47	4259/4259	---M-Z	200	added ('OK')	application/rss+xml	etag:%22bde92c99b63e29ea8c756cc46a65e167%22	http://zohaibanwer.com/author/admin/feed/	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/author/admin/feed/index.html	(from http://zohaibanwer.com/author/admin/)
12:58:47	79748/79748	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2213784-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/fonts/elusive/elusiveicons-webfont.eot?v=2.0.0	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/fonts/elusive/elusiveicons-webfont28b5.eot	(from http://zohaibanwer.com/wp-content/themes/porto/css/plugins_1.css?ver=5.4.2)
12:58:47	2259/2259	---M--	200	added ('OK')	application/json	date:Fri,%2010%20Jul%202020%2007:58:48%20GMT	http://zohaibanwer.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fzohaibanwer.com%2Fhello-world%2F	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-json/oembed/1.0/embed4d8f.json	(from http://zohaibanwer.com/hello-world/)
12:58:47	1920/1920	---M-Z	200	added ('OK')	application/rss+xml	etag:%224e454bd4c50b21678d9b1ff80c12648f%22	http://zohaibanwer.com/hello-world/feed/	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/hello-world/feed/index.html	(from http://zohaibanwer.com/hello-world/)
12:58:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2010%20Jul%202020%2007:58:48%20GMT	http://zohaibanwer.com/?p=1	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/indexcff1.html	(from http://zohaibanwer.com/hello-world/)
12:58:48	2524/2524	---M-Z	200	added ('OK')	text/xml	date:Fri,%2010%20Jul%202020%2007:58:49%20GMT	http://zohaibanwer.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fzohaibanwer.com%2Fhello-world%2F&format=xml	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-json/oembed/1.0/embed21ba	(from http://zohaibanwer.com/hello-world/)
12:58:48	13459/13459	---M--	200	added ('OK')	image/jpeg	etag:%223493-5c0b7e70-0;;;%22	http://zohaibanwer.com/wp-content/uploads/2017/02/blog-2-1-450x209.jpg	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/uploads/2017/02/blog-2-1-450x209.jpg	(from http://zohaibanwer.com/hello-world/)
12:58:49	31653/31653	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202020%2007:58:49%20GMT	http://zohaibanwer.com/category/uncategorized/	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/category/uncategorized/index.html	(from http://zohaibanwer.com/hello-world/)
12:58:50	5107/5107	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202020%2007:58:50%20GMT	http://zohaibanwer.com/wp-login.php	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-login.html	(from http://zohaibanwer.com/hello-world/)
12:58:50	31171/31171	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202020%2007:58:50%20GMT	http://zohaibanwer.com/hello-world/?replytocom=1	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/hello-world/index6809.html	(from http://zohaibanwer.com/hello-world/)
12:58:51	15981/15981	---M--	200	added ('OK')	image/jpeg	etag:%223e6d-5c0b7e70-0;;;%22	http://zohaibanwer.com/wp-content/uploads/2017/02/blog-1-1-450x209.jpg	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/uploads/2017/02/blog-1-1-450x209.jpg	(from http://zohaibanwer.com/hello-world/)
12:58:51	19784/19784	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202020%2007:58:51%20GMT	http://zohaibanwer.com/2018/12/	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/2018/12/index.html	(from http://zohaibanwer.com/hello-world/)
12:58:51	24356/24356	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202020%2007:58:51%20GMT	http://zohaibanwer.com/2017/02/	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/2017/02/index.html	(from http://zohaibanwer.com/hello-world/)
12:58:52	2399/2399	---M--	200	added ('OK')	application/json	date:Fri,%2010%20Jul%202020%2007:58:52%20GMT	http://zohaibanwer.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fzohaibanwer.com%2Fdesign-driven%2F	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-json/oembed/1.0/embedd627.json	(from http://zohaibanwer.com/design-driven/)
12:58:52	1046/1046	---M-Z	200	added ('OK')	application/rss+xml	etag:%224e454bd4c50b21678d9b1ff80c12648f%22	http://zohaibanwer.com/design-driven/feed/	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/design-driven/feed/index.html	(from http://zohaibanwer.com/design-driven/)
12:58:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2010%20Jul%202020%2007:58:53%20GMT	http://zohaibanwer.com/?p=52	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/index4579.html	(from http://zohaibanwer.com/design-driven/)
12:58:52	2702/2702	---M-Z	200	added ('OK')	text/xml	date:Fri,%2010%20Jul%202020%2007:58:53%20GMT	http://zohaibanwer.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fzohaibanwer.com%2Fdesign-driven%2F&format=xml	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-json/oembed/1.0/embed192f	(from http://zohaibanwer.com/design-driven/)
12:58:58	2402/2402	---M--	200	added ('OK')	application/json	date:Fri,%2010%20Jul%202020%2007:58:59%20GMT	http://zohaibanwer.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fzohaibanwer.com%2Fuiux-concepts%2F	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-json/oembed/1.0/embedcbeb.json	(from http://zohaibanwer.com/uiux-concepts/)
12:58:58	1047/1047	---M-Z	200	added ('OK')	application/rss+xml	etag:%224e454bd4c50b21678d9b1ff80c12648f%22	http://zohaibanwer.com/uiux-concepts/feed/	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/uiux-concepts/feed/index.html	(from http://zohaibanwer.com/uiux-concepts/)
12:58:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2010%20Jul%202020%2007:58:59%20GMT	http://zohaibanwer.com/?p=56	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/index2dc8.html	(from http://zohaibanwer.com/uiux-concepts/)
12:58:59	2705/2705	---M-Z	200	added ('OK')	text/xml	date:Fri,%2010%20Jul%202020%2007:58:59%20GMT	http://zohaibanwer.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fzohaibanwer.com%2Fuiux-concepts%2F&format=xml	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-json/oembed/1.0/embedb2cb	(from http://zohaibanwer.com/uiux-concepts/)
12:58:59	536439/536439	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%2282f77-5ef92988-0;;;%22	http://zohaibanwer.com/wp-content/uploads/2020/06/018.jpg	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/uploads/2020/06/018.jpg	(from http://zohaibanwer.com/)
12:59:01	361/361	---M-Z	200	added ('OK')	application/javascript	etag:%2282bfd941d2c9b3b9e0650a27c9d11737%22	http://assets.pinterest.com/js/pinit.js	F:/Juniad/Junaid%20Protfolio%20web/assets.pinterest.com/js/pinit.js	(from http://zohaibanwer.com/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=5.4.2)
12:59:02	48536/48536	---MC-	200	added ('OK')	application/javascript	date:Fri,%2010%20Jul%202020%2007:59:00%20GMT	http://apis.google.com/js/plusone.js	F:/Juniad/Junaid%20Protfolio%20web/apis.google.com/js/plusone.js	(from http://zohaibanwer.com/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=5.4.2)
12:59:03	4277/4277	---M-Z	200	added ('OK')	application/rss+xml	etag:%22bde92c99b63e29ea8c756cc46a65e167%22	http://zohaibanwer.com/category/uncategorized/feed/	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/category/uncategorized/feed/index.html	(from http://zohaibanwer.com/category/uncategorized/)
12:59:03	17246/17246	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2010%20Jul%202020%2007:59:03%20GMT	http://zohaibanwer.com/AppleWebKit/	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/AppleWebKit/index-2.html	(from http://zohaibanwer.com/wp-content/themes/porto/js/theme.min.js?ver=4.0.5)
12:59:03	17246/17246	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2010%20Jul%202020%2007:59:03%20GMT	http://zohaibanwer.com/Popover%20requires%20tooltip.js	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/Popover%20requires%20tooltip.js	(from http://zohaibanwer.com/wp-content/themes/porto/js/plugins.min.js?ver=4.0.5)
12:59:05	5867/5867	---M-Z	200	added ('OK')	text/css	etag:%2216eb-5ef8f4f0-0;gz%22	http://zohaibanwer.com/wp-includes/css/buttons.min.css?ver=5.4.2	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-includes/css/buttons.min7661.css	(from http://zohaibanwer.com/wp-login.php)
12:59:05	24153/24153	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202020%2007:59:05%20GMT	http://zohaibanwer.com/2017/	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/2017/index.html	(from http://zohaibanwer.com/2017/02/)
12:59:06	19581/19581	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202020%2007:59:05%20GMT	http://zohaibanwer.com/2018/	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/2018/index.html	(from http://zohaibanwer.com/2018/12/)
12:59:06	47558/47558	---M-Z	200	added ('OK')	text/css	etag:%22b9c6-5ef8f4f0-0;gz%22	http://zohaibanwer.com/wp-includes/css/dashicons.min.css?ver=5.4.2	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-includes/css/dashicons.min7661.css	(from http://zohaibanwer.com/wp-login.php)
12:59:07	24453/24453	---M-Z	200	added ('OK')	text/css	etag:%225f85-5ef8f4e7-0;gz%22	http://zohaibanwer.com/wp-admin/css/forms.min.css?ver=5.4.2	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-admin/css/forms.min7661.css	(from http://zohaibanwer.com/wp-login.php)
12:59:07	2477/2477	---M-Z	200	added ('OK')	text/css	etag:%229ad-5ef8f4e7-0;gz%22	http://zohaibanwer.com/wp-admin/css/l10n.min.css?ver=5.4.2	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-admin/css/l10n.min7661.css	(from http://zohaibanwer.com/wp-login.php)
12:59:07	5312/5312	---M-Z	200	added ('OK')	text/css	etag:%2214c0-5ef8f4e7-0;gz%22	http://zohaibanwer.com/wp-admin/css/login.min.css?ver=5.4.2	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-admin/css/login.min7661.css	(from http://zohaibanwer.com/wp-login.php)
12:59:08	2862/2862	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202020%2007:59:08%20GMT	http://zohaibanwer.com/wp-login.php?action=lostpassword	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-loginc2b6.html	(from http://zohaibanwer.com/wp-login.php)
12:59:08	353/353	---M-Z	200	added ('OK')	application/x-javascript	etag:%22161-5ef8f504-0;gz%22	http://zohaibanwer.com/wp-includes/js/zxcvbn-async.min.js?ver=1.0	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-includes/js/zxcvbn-async.min5152.js	(from http://zohaibanwer.com/wp-login.php)
12:59:08	766/766	---M-Z	200	added ('OK')	application/x-javascript	etag:%222fe-5ef8f4eb-0;gz%22	http://zohaibanwer.com/wp-admin/js/password-strength-meter.min.js?ver=5.4.2	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-admin/js/password-strength-meter.min7661.js	(from http://zohaibanwer.com/wp-login.php)
12:59:09	16154/16154	---M-Z	200	added ('OK')	application/x-javascript	etag:%223f1a-5ef8f502-0;gz%22	http://zohaibanwer.com/wp-includes/js/underscore.min.js?ver=1.8.3	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-includes/js/underscore.min4511.js	(from http://zohaibanwer.com/wp-login.php)
12:59:09	1079/1079	---M-Z	200	added ('OK')	application/x-javascript	etag:%22437-5ef8f502-0;gz%22	http://zohaibanwer.com/wp-includes/js/wp-util.min.js?ver=5.4.2	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-includes/js/wp-util.min7661.js	(from http://zohaibanwer.com/wp-login.php)
12:59:10	5583/5583	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215cf-5ef8f4eb-0;gz%22	http://zohaibanwer.com/wp-admin/js/user-profile.min.js?ver=5.4.2	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-admin/js/user-profile.min7661.js	(from http://zohaibanwer.com/wp-login.php)
12:59:11	1372/1372	---M--	200	added ('OK')	image/gif	etag:%2255c-5ef8f4e7-0;;;%22	http://zohaibanwer.com/wp-admin/images/loading.gif	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-admin/images/loading.gif	(from http://zohaibanwer.com/wp-admin/css/forms.min.css?ver=5.4.2)
12:59:12	3113/3113	---M--	200	added ('OK')	image/png	etag:%22c29-52fcc99a-0;;;%22	http://zohaibanwer.com/wp-admin/images/w-logo-blue.png?ver=20131202	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-admin/images/w-logo-blue7a53.png	(from http://zohaibanwer.com/wp-admin/css/login.min.css?ver=5.4.2)
12:59:12	44868/44868	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22af44-5ef8f4f0-0;;;%22	http://zohaibanwer.com/wp-includes/fonts/dashicons.eot?50db0456fde2a241f005968eede3f987	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-includes/fonts/dashicons2ce6.eot	(from http://zohaibanwer.com/wp-includes/css/dashicons.min.css?ver=5.4.2)
12:59:13	1521/1521	---M-Z	200	added ('OK')	image/svg+xml	etag:%225f1-5521f474-0;gz%22	http://zohaibanwer.com/wp-admin/images/wordpress-logo.svg?ver=20131107	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-admin/images/wordpress-logo7d6b.svg	(from http://zohaibanwer.com/wp-admin/css/login.min.css?ver=5.4.2)
12:59:13	44696/44696	---M--	200	added ('OK')	application/x-font-ttf	etag:%22ae98-5ef8f4f0-0;;;%22	http://zohaibanwer.com/wp-includes/fonts/dashicons.ttf?50db0456fde2a241f005968eede3f987	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-includes/fonts/dashicons2ce6.ttf	(from http://zohaibanwer.com/wp-includes/css/dashicons.min.css?ver=5.4.2)
